packet_id,label,mutation_type,severity,pr_vendor,gst_vendor,pr_ref,gst_ref,pr_amount,gst_amount,pr_date,gst_date,pr_gstin,gst_gstin
pkt-685,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 685,Supplier Inc 685,INV-10685,INV-10685,1293.12,1293.12,2023-09-12,2023-09-12,27AAAAA1685A1Z5,27AAAAA1685A1ZX
pkt-686,FUZZY_MATCH,string_distance,low,Supplier LLC 686,Suplier LLC 686,INV-10686,INV10686,172.96,172.96,2023-11-13,2023-11-13,27AAAAA1686A1Z5,27AAAAA1686A1Z5
pkt-687,EXACT_MATCH,none,none,Supplier Ltd 687,Supplier Ltd 687,INV-10687,INV-10687,10339.2,10339.2,2023-04-14,2023-04-14,27AAAAA1687A1Z5,27AAAAA1687A1Z5
pkt-688,FUZZY_MATCH,string_distance,low,Supplier LLC 688,Suplier LLC 688,INV-10688,INV10688,48630.71,48630.71,2023-03-23,2023-03-23,27AAAAA1688A1Z5,27AAAAA1688A1Z5
pkt-689,EXACT_MATCH,none,none,Supplier Ltd 689,Supplier Ltd 689,INV-10689,INV-10689,2290.62,2290.62,2023-04-28,2023-04-28,27AAAAA1689A1Z5,27AAAAA1689A1Z5
pkt-690,NO_MATCH,different_entity,high,Supplier Inc 690,Different Supplier Inc,INV-10690,INV-10690,44789.34,44789.34,2023-08-24,2023-08-24,27AAAAA1690A1Z5,27BBBBB1234B1Z5
pkt-691,FUZZY_MATCH,string_distance,low,Supplier Ltd 691,Suplier Ltd 691,INV-10691,INV10691,4869.29,4869.29,2023-03-21,2023-03-21,27AAAAA1691A1Z5,27AAAAA1691A1Z5
pkt-692,FUZZY_MATCH,date_shift,medium,Supplier Corp 692,Supplier Corp 692,INV-10692,INV-10692,29635.6,29635.6,2023-01-14,2023-01-13,27AAAAA1692A1Z5,27AAAAA1692A1Z5
pkt-693,EXACT_MATCH,none,none,Supplier Ltd 693,Supplier Ltd 693,INV-10693,INV-10693,13123.45,13123.45,2023-06-26,2023-06-26,27AAAAA1693A1Z5,27AAAAA1693A1Z5
pkt-694,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 694,Supplier Ltd 694,INV-10694,INV-10694,41611.8,41612.30,2023-06-11,2023-06-11,27AAAAA1694A1Z5,27AAAAA1694A1Z5
pkt-695,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 695,Supplier Inc 695,INV-10695,INV-IO695,3826.9,3826.91,2023-04-05,2023-04-05,27AAAAA1695A1Z5,27AAAAA1695A1Z5
pkt-696,EXACT_MATCH,none,none,Supplier LLC 696,Supplier LLC 696,INV-10696,INV-10696,5372.32,5372.32,2023-08-15,2023-08-15,27AAAAA1696A1Z5,27AAAAA1696A1Z5
pkt-697,NO_MATCH,missing_record,high,Supplier Corp 697,,INV-10697,,6124.76,,2023-06-25,,27AAAAA1697A1Z5,
pkt-698,FUZZY_MATCH,string_distance,low,Supplier Inc 698,Suplier Inc 698,INV-10698,INV10698,15484.56,15484.56,2023-05-28,2023-05-28,27AAAAA1698A1Z5,27AAAAA1698A1Z5
pkt-699,FUZZY_MATCH,date_shift,medium,Supplier Inc 699,Supplier Inc 699,INV-10699,INV-10699,7965.01,7965.01,2023-11-10,2023-11-10,27AAAAA1699A1Z5,27AAAAA1699A1Z5
pkt-700,EXACT_MATCH,none,none,Supplier LLC 700,Supplier LLC 700,INV-10700,INV-10700,7501.36,7501.36,2023-12-08,2023-12-08,27AAAAA1700A1Z5,27AAAAA1700A1Z5
pkt-701,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 701,Supplier LLC 701,INV-10701,INV-IO7OI,25721.64,25721.65,2023-11-10,2023-11-10,27AAAAA1701A1Z5,27AAAAA1701A1Z5
pkt-702,CONTRADICTION,major_amount_diff,high,Supplier Ltd 702,Supplier Ltd 702,INV-10702,INV-10702,1651.0,3302.00,2023-07-28,2023-07-28,27AAAAA1702A1Z5,27AAAAA1702A1Z5
pkt-703,FUZZY_MATCH,string_distance,low,Supplier Ltd 703,Suplier Ltd 703,INV-10703,INV10703,37429.11,37429.11,2023-04-04,2023-04-04,27AAAAA1703A1Z5,27AAAAA1703A1Z5
pkt-704,EXACT_MATCH,none,none,Supplier Inc 704,Supplier Inc 704,INV-10704,INV-10704,40214.45,40214.45,2023-03-04,2023-03-04,27AAAAA1704A1Z5,27AAAAA1704A1Z5
pkt-705,EXACT_MATCH,none,none,Supplier Corp 705,Supplier Corp 705,INV-10705,INV-10705,41535.58,41535.58,2023-04-05,2023-04-05,27AAAAA1705A1Z5,27AAAAA1705A1Z5
pkt-706,NO_MATCH,different_entity,high,Supplier Inc 706,Different Supplier Inc,INV-10706,INV-10706,18674.76,18674.76,2023-11-21,2023-11-21,27AAAAA1706A1Z5,27BBBBB1234B1Z5
pkt-707,FUZZY_MATCH,date_shift,medium,Supplier Inc 707,Supplier Inc 707,INV-10707,INV-10707,29347.33,29347.33,2023-02-01,2023-02-06,27AAAAA1707A1Z5,27AAAAA1707A1Z5
pkt-708,FUZZY_MATCH,string_distance,low,Supplier LLC 708,Suplier LLC 708,INV-10708,INV10708,22227.22,22227.22,2023-03-03,2023-03-03,27AAAAA1708A1Z5,27AAAAA1708A1Z5
pkt-709,NO_MATCH,different_entity,high,Supplier Corp 709,Different Supplier Inc,INV-10709,INV-10709,2230.55,2230.55,2023-08-02,2023-08-02,27AAAAA1709A1Z5,27BBBBB1234B1Z5
pkt-710,EXACT_MATCH,none,none,Supplier Ltd 710,Supplier Ltd 710,INV-10710,INV-10710,21714.5,21714.5,2023-12-13,2023-12-13,27AAAAA1710A1Z5,27AAAAA1710A1Z5
pkt-711,FUZZY_MATCH,date_shift,medium,Supplier LLC 711,Supplier LLC 711,INV-10711,INV-10711,19198.2,19198.2,2023-07-06,2023-07-03,27AAAAA1711A1Z5,27AAAAA1711A1Z5
pkt-712,NO_MATCH,different_entity,high,Supplier Inc 712,Different Supplier Inc,INV-10712,INV-10712,13821.59,13821.59,2023-08-05,2023-08-05,27AAAAA1712A1Z5,27BBBBB1234B1Z5
pkt-713,NO_MATCH,missing_record,high,Supplier LLC 713,,INV-10713,,30996.91,,2023-04-21,,27AAAAA1713A1Z5,
pkt-714,FUZZY_MATCH,string_distance,low,Supplier Inc 714,Suplier Inc 714,INV-10714,INV10714,20658.41,20658.41,2023-09-16,2023-09-16,27AAAAA1714A1Z5,27AAAAA1714A1Z5
pkt-715,EXACT_MATCH,none,none,Supplier Corp 715,Supplier Corp 715,INV-10715,INV-10715,14060.82,14060.82,2023-03-14,2023-03-14,27AAAAA1715A1Z5,27AAAAA1715A1Z5
pkt-716,EXACT_MATCH,none,none,Supplier Inc 716,Supplier Inc 716,INV-10716,INV-10716,44244.16,44244.16,2023-09-08,2023-09-08,27AAAAA1716A1Z5,27AAAAA1716A1Z5
pkt-717,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 717,Supplier Ltd 717,INV-10717,INV-10717,39117.6,39117.6,2023-06-16,2023-06-16,27AAAAA1717A1Z5,27AAAAA1717A1ZX
pkt-718,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 718,Supplier Ltd 718,INV-10718,INV-10718,45642.58,45643.08,2023-09-11,2023-09-11,27AAAAA1718A1Z5,27AAAAA1718A1Z5
pkt-719,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 719,Supplier Inc 719,INV-10719,INV-10719,1400.54,1399.54,2023-10-08,2023-10-08,27AAAAA1719A1Z5,27AAAAA1719A1Z5
pkt-720,NO_MATCH,different_entity,high,Supplier LLC 720,Different Supplier Inc,INV-10720,INV-10720,40451.83,40451.83,2023-08-17,2023-08-17,27AAAAA1720A1Z5,27BBBBB1234B1Z5
pkt-721,EXACT_MATCH,none,none,Supplier Corp 721,Supplier Corp 721,INV-10721,INV-10721,49980.33,49980.33,2023-03-04,2023-03-04,27AAAAA1721A1Z5,27AAAAA1721A1Z5
pkt-722,FUZZY_MATCH,date_shift,medium,Supplier Inc 722,Supplier Inc 722,INV-10722,INV-10722,12133.52,12133.52,2023-09-27,2023-10-01,27AAAAA1722A1Z5,27AAAAA1722A1Z5
pkt-723,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 723,Supplier Corp 723,INV-10723,INV-IO723,42340.6,42340.61,2023-07-12,2023-07-12,27AAAAA1723A1Z5,27AAAAA1723A1Z5
pkt-724,NO_MATCH,different_entity,high,Supplier LLC 724,Different Supplier Inc,INV-10724,INV-10724,11903.9,11903.9,2023-06-26,2023-06-26,27AAAAA1724A1Z5,27BBBBB1234B1Z5
pkt-725,NO_MATCH,different_entity,high,Supplier Corp 725,Different Supplier Inc,INV-10725,INV-10725,1507.51,1507.51,2023-12-12,2023-12-12,27AAAAA1725A1Z5,27BBBBB1234B1Z5
pkt-726,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 726,Supplier LLC 726,INV-10726,INV-IO726,47423.59,47423.60,2023-08-18,2023-08-18,27AAAAA1726A1Z5,27AAAAA1726A1Z5
pkt-727,NO_MATCH,different_entity,high,Supplier Corp 727,Different Supplier Inc,INV-10727,INV-10727,24572.78,24572.78,2023-02-02,2023-02-02,27AAAAA1727A1Z5,27BBBBB1234B1Z5
pkt-728,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 728,Supplier Inc 728,INV-10728,INV-10728,11018.57,11018.57,2023-09-16,2023-09-16,27AAAAA1728A1Z5,27AAAAA1728A1ZX
pkt-729,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 729,Supplier Corp 729,INV-10729,INV-10729,45903.02,45903.02,2023-04-26,2023-04-26,27AAAAA1729A1Z5,27AAAAA1729A1ZX
pkt-730,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 730,Supplier Inc 730,INV-10730,INV-IO73O,35875.19,35875.20,2023-06-02,2023-06-02,27AAAAA1730A1Z5,27AAAAA1730A1Z5
pkt-731,CONTRADICTION,major_amount_diff,high,Supplier Inc 731,Supplier Inc 731,INV-10731,INV-10731,29371.8,58743.60,2023-03-25,2023-03-25,27AAAAA1731A1Z5,27AAAAA1731A1Z5
pkt-732,NO_MATCH,different_entity,high,Supplier Ltd 732,Different Supplier Inc,INV-10732,INV-10732,43047.41,43047.41,2023-02-12,2023-02-12,27AAAAA1732A1Z5,27BBBBB1234B1Z5
pkt-733,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 733,Supplier Corp 733,INV-10733,INV-IO733,5141.51,5141.52,2023-05-11,2023-05-11,27AAAAA1733A1Z5,27AAAAA1733A1Z5
pkt-734,EXACT_MATCH,none,none,Supplier Ltd 734,Supplier Ltd 734,INV-10734,INV-10734,36644.37,36644.37,2023-07-26,2023-07-26,27AAAAA1734A1Z5,27AAAAA1734A1Z5
pkt-735,FUZZY_MATCH,date_shift,medium,Supplier LLC 735,Supplier LLC 735,INV-10735,INV-10735,15932.44,15932.44,2023-12-18,2023-12-23,27AAAAA1735A1Z5,27AAAAA1735A1Z5
pkt-736,EXACT_MATCH,none,none,Supplier LLC 736,Supplier LLC 736,INV-10736,INV-10736,29488.61,29488.61,2023-03-13,2023-03-13,27AAAAA1736A1Z5,27AAAAA1736A1Z5
pkt-737,EXACT_MATCH,none,none,Supplier Inc 737,Supplier Inc 737,INV-10737,INV-10737,34456.07,34456.07,2023-03-06,2023-03-06,27AAAAA1737A1Z5,27AAAAA1737A1Z5
pkt-738,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 738,Supplier Inc 738,INV-10738,INV-IO738,47440.04,47440.05,2023-07-28,2023-07-28,27AAAAA1738A1Z5,27AAAAA1738A1Z5
pkt-739,NO_MATCH,missing_record,high,Supplier Inc 739,,INV-10739,,30159.19,,2023-10-08,,27AAAAA1739A1Z5,
pkt-740,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 740,Supplier Corp 740,INV-10740,INV-10740,7118.1,7118.1,2023-12-03,2023-12-03,27AAAAA1740A1Z5,27AAAAA1740A1ZX
pkt-741,EXACT_MATCH,none,none,Supplier Inc 741,Supplier Inc 741,INV-10741,INV-10741,49120.74,49120.74,2023-03-21,2023-03-21,27AAAAA1741A1Z5,27AAAAA1741A1Z5
pkt-742,EXACT_MATCH,none,none,Supplier Ltd 742,Supplier Ltd 742,INV-10742,INV-10742,33534.23,33534.23,2023-12-11,2023-12-11,27AAAAA1742A1Z5,27AAAAA1742A1Z5
pkt-743,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 743,Supplier Inc 743,INV-10743,INV-10743,13334.1,13334.1,2023-04-23,2023-04-23,27AAAAA1743A1Z5,27AAAAA1743A1ZX
pkt-744,EXACT_MATCH,none,none,Supplier Inc 744,Supplier Inc 744,INV-10744,INV-10744,12907.23,12907.23,2023-02-24,2023-02-24,27AAAAA1744A1Z5,27AAAAA1744A1Z5
pkt-745,EXACT_MATCH,none,none,Supplier Corp 745,Supplier Corp 745,INV-10745,INV-10745,19358.26,19358.26,2023-12-14,2023-12-14,27AAAAA1745A1Z5,27AAAAA1745A1Z5
pkt-746,FUZZY_MATCH,string_distance,low,Supplier Ltd 746,Suplier Ltd 746,INV-10746,INV10746,24704.79,24704.79,2023-07-12,2023-07-12,27AAAAA1746A1Z5,27AAAAA1746A1Z5
pkt-747,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 747,Supplier Corp 747,INV-10747,INV-IO747,41457.47,41457.48,2023-10-21,2023-10-21,27AAAAA1747A1Z5,27AAAAA1747A1Z5
pkt-748,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 748,Supplier Inc 748,INV-10748,INV-10748,22619.24,22619.24,2023-01-10,2023-01-10,27AAAAA1748A1Z5,27AAAAA1748A1ZX
pkt-749,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 749,Supplier LLC 749,INV-10749,INV-IO749,13130.27,13130.28,2023-02-03,2023-02-03,27AAAAA1749A1Z5,27AAAAA1749A1Z5
pkt-750,CONTRADICTION,major_amount_diff,high,Supplier Inc 750,Supplier Inc 750,INV-10750,INV-10750,44407.77,88815.540,2023-03-24,2023-03-24,27AAAAA1750A1Z5,27AAAAA1750A1Z5
pkt-751,EXACT_MATCH,none,none,Supplier Ltd 751,Supplier Ltd 751,INV-10751,INV-10751,47097.52,47097.52,2023-02-11,2023-02-11,27AAAAA1751A1Z5,27AAAAA1751A1Z5
pkt-752,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 752,Supplier Ltd 752,INV-10752,INV-IO752,1646.56,1646.57,2023-11-06,2023-11-06,27AAAAA1752A1Z5,27AAAAA1752A1Z5
pkt-753,EXACT_MATCH,none,none,Supplier Corp 753,Supplier Corp 753,INV-10753,INV-10753,2772.43,2772.43,2023-06-07,2023-06-07,27AAAAA1753A1Z5,27AAAAA1753A1Z5
pkt-754,EXACT_MATCH,none,none,Supplier LLC 754,Supplier LLC 754,INV-10754,INV-10754,34890.12,34890.12,2023-12-24,2023-12-24,27AAAAA1754A1Z5,27AAAAA1754A1Z5
pkt-755,EXACT_MATCH,none,none,Supplier Inc 755,Supplier Inc 755,INV-10755,INV-10755,14148.0,14148.0,2023-04-04,2023-04-04,27AAAAA1755A1Z5,27AAAAA1755A1Z5
pkt-756,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 756,Supplier Inc 756,INV-10756,INV-10756,28631.31,28631.31,2023-08-05,2023-08-05,27AAAAA1756A1Z5,27AAAAA1756A1ZX
pkt-757,FUZZY_MATCH,date_shift,medium,Supplier Ltd 757,Supplier Ltd 757,INV-10757,INV-10757,290.4,290.4,2023-02-10,2023-02-06,27AAAAA1757A1Z5,27AAAAA1757A1Z5
pkt-758,FUZZY_MATCH,string_distance,low,Supplier LLC 758,Suplier LLC 758,INV-10758,INV10758,1384.21,1384.21,2023-03-21,2023-03-21,27AAAAA1758A1Z5,27AAAAA1758A1Z5
pkt-759,NO_MATCH,missing_record,high,Supplier Ltd 759,,INV-10759,,23731.18,,2023-02-10,,27AAAAA1759A1Z5,
pkt-760,EXACT_MATCH,none,none,Supplier Inc 760,Supplier Inc 760,INV-10760,INV-10760,24505.93,24505.93,2023-11-09,2023-11-09,27AAAAA1760A1Z5,27AAAAA1760A1Z5
pkt-761,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 761,Supplier Ltd 761,INV-10761,INV-10761,27251.89,27251.89,2023-03-12,2023-03-12,27AAAAA1761A1Z5,27AAAAA1761A1ZX
pkt-762,NO_MATCH,missing_record,high,Supplier Ltd 762,,INV-10762,,9410.49,,2023-01-09,,27AAAAA1762A1Z5,
pkt-763,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 763,Supplier Inc 763,INV-10763,INV-IO763,13243.7,13243.71,2023-05-19,2023-05-19,27AAAAA1763A1Z5,27AAAAA1763A1Z5
pkt-764,EXACT_MATCH,none,none,Supplier Inc 764,Supplier Inc 764,INV-10764,INV-10764,37636.53,37636.53,2023-11-04,2023-11-04,27AAAAA1764A1Z5,27AAAAA1764A1Z5
pkt-765,CONTRADICTION,major_amount_diff,high,Supplier Corp 765,Supplier Corp 765,INV-10765,INV-10765,17255.19,34510.380,2023-09-14,2023-09-14,27AAAAA1765A1Z5,27AAAAA1765A1Z5
pkt-766,CONTRADICTION,major_amount_diff,high,Supplier Ltd 766,Supplier Ltd 766,INV-10766,INV-10766,3143.09,6286.180,2023-07-27,2023-07-27,27AAAAA1766A1Z5,27AAAAA1766A1Z5
pkt-767,NO_MATCH,missing_record,high,Supplier Corp 767,,INV-10767,,34384.69,,2023-08-19,,27AAAAA1767A1Z5,
pkt-768,CONTRADICTION,major_amount_diff,high,Supplier Inc 768,Supplier Inc 768,INV-10768,INV-10768,15012.72,30025.440,2023-07-28,2023-07-28,27AAAAA1768A1Z5,27AAAAA1768A1Z5
pkt-769,FUZZY_MATCH,string_distance,low,Supplier Corp 769,Suplier Corp 769,INV-10769,INV10769,28603.87,28603.87,2023-09-26,2023-09-26,27AAAAA1769A1Z5,27AAAAA1769A1Z5
pkt-770,FUZZY_MATCH,date_shift,medium,Supplier Corp 770,Supplier Corp 770,INV-10770,INV-10770,47467.82,47467.82,2023-08-06,2023-08-04,27AAAAA1770A1Z5,27AAAAA1770A1Z5
pkt-771,FUZZY_MATCH,date_shift,medium,Supplier Ltd 771,Supplier Ltd 771,INV-10771,INV-10771,6396.68,6396.68,2023-07-03,2023-07-08,27AAAAA1771A1Z5,27AAAAA1771A1Z5
pkt-772,EXACT_MATCH,none,none,Supplier LLC 772,Supplier LLC 772,INV-10772,INV-10772,7479.12,7479.12,2023-10-09,2023-10-09,27AAAAA1772A1Z5,27AAAAA1772A1Z5
pkt-773,CONTRADICTION,major_amount_diff,high,Supplier Ltd 773,Supplier Ltd 773,INV-10773,INV-10773,45717.28,91434.560,2023-02-03,2023-02-03,27AAAAA1773A1Z5,27AAAAA1773A1Z5
pkt-774,CONTRADICTION,major_amount_diff,high,Supplier LLC 774,Supplier LLC 774,INV-10774,INV-10774,19928.01,39856.020,2023-06-28,2023-06-28,27AAAAA1774A1Z5,27AAAAA1774A1Z5
pkt-775,FUZZY_MATCH,string_distance,low,Supplier Ltd 775,Suplier Ltd 775,INV-10775,INV10775,22962.04,22962.04,2023-01-26,2023-01-26,27AAAAA1775A1Z5,27AAAAA1775A1Z5
pkt-776,FUZZY_MATCH,string_distance,low,Supplier Inc 776,Suplier Inc 776,INV-10776,INV10776,20780.68,20780.68,2023-03-19,2023-03-19,27AAAAA1776A1Z5,27AAAAA1776A1Z5
pkt-777,CONTRADICTION,major_amount_diff,high,Supplier LLC 777,Supplier LLC 777,INV-10777,INV-10777,28177.92,56355.840,2023-02-26,2023-02-26,27AAAAA1777A1Z5,27AAAAA1777A1Z5
pkt-778,EXACT_MATCH,none,none,Supplier Ltd 778,Supplier Ltd 778,INV-10778,INV-10778,44018.78,44018.78,2023-07-09,2023-07-09,27AAAAA1778A1Z5,27AAAAA1778A1Z5
pkt-779,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 779,Supplier Inc 779,INV-10779,INV-IO779,24330.68,24330.69,2023-10-16,2023-10-16,27AAAAA1779A1Z5,27AAAAA1779A1Z5
pkt-780,EXACT_MATCH,none,none,Supplier Ltd 780,Supplier Ltd 780,INV-10780,INV-10780,13843.17,13843.17,2023-03-20,2023-03-20,27AAAAA1780A1Z5,27AAAAA1780A1Z5
pkt-781,EXACT_MATCH,none,none,Supplier Corp 781,Supplier Corp 781,INV-10781,INV-10781,19850.06,19850.06,2023-06-23,2023-06-23,27AAAAA1781A1Z5,27AAAAA1781A1Z5
pkt-782,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 782,Supplier Inc 782,INV-10782,INV-10782,37312.92,37312.92,2023-05-12,2023-05-12,27AAAAA1782A1Z5,27AAAAA1782A1ZX
pkt-783,NO_MATCH,missing_record,high,Supplier LLC 783,,INV-10783,,40887.56,,2023-05-10,,27AAAAA1783A1Z5,
pkt-784,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 784,Supplier Corp 784,INV-10784,INV-IO784,42925.92,42925.93,2023-11-04,2023-11-04,27AAAAA1784A1Z5,27AAAAA1784A1Z5
pkt-785,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 785,Supplier LLC 785,INV-10785,INV-10785,15093.97,15096.47,2023-12-15,2023-12-15,27AAAAA1785A1Z5,27AAAAA1785A1Z5
pkt-786,FUZZY_MATCH,date_shift,medium,Supplier Ltd 786,Supplier Ltd 786,INV-10786,INV-10786,30288.46,30288.46,2023-02-07,2023-02-08,27AAAAA1786A1Z5,27AAAAA1786A1Z5
pkt-787,EXACT_MATCH,none,none,Supplier LLC 787,Supplier LLC 787,INV-10787,INV-10787,37073.15,37073.15,2023-09-28,2023-09-28,27AAAAA1787A1Z5,27AAAAA1787A1Z5
pkt-788,EXACT_MATCH,none,none,Supplier LLC 788,Supplier LLC 788,INV-10788,INV-10788,25811.96,25811.96,2023-03-03,2023-03-03,27AAAAA1788A1Z5,27AAAAA1788A1Z5
pkt-789,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 789,Supplier Inc 789,INV-10789,INV-IO789,25389.08,25389.09,2023-03-25,2023-03-25,27AAAAA1789A1Z5,27AAAAA1789A1Z5
pkt-790,FUZZY_MATCH,date_shift,medium,Supplier Inc 790,Supplier Inc 790,INV-10790,INV-10790,9718.9,9718.9,2023-04-27,2023-04-22,27AAAAA1790A1Z5,27AAAAA1790A1Z5
pkt-791,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 791,Supplier Corp 791,INV-10791,INV-10791,22876.79,22877.79,2023-06-23,2023-06-23,27AAAAA1791A1Z5,27AAAAA1791A1Z5
pkt-792,EXACT_MATCH,none,none,Supplier Inc 792,Supplier Inc 792,INV-10792,INV-10792,41192.96,41192.96,2023-09-13,2023-09-13,27AAAAA1792A1Z5,27AAAAA1792A1Z5
pkt-793,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 793,Supplier Ltd 793,INV-10793,INV-IO793,1625.1,1625.11,2023-06-16,2023-06-16,27AAAAA1793A1Z5,27AAAAA1793A1Z5
pkt-794,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 794,Supplier LLC 794,INV-10794,INV-10794,48029.97,48029.97,2023-08-19,2023-08-19,27AAAAA1794A1Z5,27AAAAA1794A1ZX
pkt-795,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 795,Supplier Inc 795,INV-10795,INV-10795,8259.33,8258.33,2023-05-24,2023-05-24,27AAAAA1795A1Z5,27AAAAA1795A1Z5
pkt-796,FUZZY_MATCH,date_shift,medium,Supplier Corp 796,Supplier Corp 796,INV-10796,INV-10796,19389.63,19389.63,2023-03-28,2023-04-02,27AAAAA1796A1Z5,27AAAAA1796A1Z5
pkt-797,CONTRADICTION,major_amount_diff,high,Supplier Ltd 797,Supplier Ltd 797,INV-10797,INV-10797,11333.09,22666.180,2023-04-09,2023-04-09,27AAAAA1797A1Z5,27AAAAA1797A1Z5
pkt-798,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 798,Supplier Ltd 798,INV-10798,INV-IO798,1100.61,1100.62,2023-11-01,2023-11-01,27AAAAA1798A1Z5,27AAAAA1798A1Z5
pkt-799,FUZZY_MATCH,date_shift,medium,Supplier Inc 799,Supplier Inc 799,INV-10799,INV-10799,32403.84,32403.84,2023-10-26,2023-10-25,27AAAAA1799A1Z5,27AAAAA1799A1Z5
pkt-800,EXACT_MATCH,none,none,Supplier LLC 800,Supplier LLC 800,INV-10800,INV-10800,30456.36,30456.36,2023-05-23,2023-05-23,27AAAAA1800A1Z5,27AAAAA1800A1Z5
pkt-801,FUZZY_MATCH,date_shift,medium,Supplier LLC 801,Supplier LLC 801,INV-10801,INV-10801,44784.6,44784.6,2023-06-15,2023-06-17,27AAAAA1801A1Z5,27AAAAA1801A1Z5
pkt-802,NO_MATCH,different_entity,high,Supplier Ltd 802,Different Supplier Inc,INV-10802,INV-10802,15177.04,15177.04,2023-09-27,2023-09-27,27AAAAA1802A1Z5,27BBBBB1234B1Z5
pkt-803,CONTRADICTION,major_amount_diff,high,Supplier LLC 803,Supplier LLC 803,INV-10803,INV-10803,5205.37,10410.740,2023-09-22,2023-09-22,27AAAAA1803A1Z5,27AAAAA1803A1Z5
pkt-804,EXACT_MATCH,none,none,Supplier LLC 804,Supplier LLC 804,INV-10804,INV-10804,32402.37,32402.37,2023-10-10,2023-10-10,27AAAAA1804A1Z5,27AAAAA1804A1Z5
pkt-805,EXACT_MATCH,none,none,Supplier LLC 805,Supplier LLC 805,INV-10805,INV-10805,5494.42,5494.42,2023-02-11,2023-02-11,27AAAAA1805A1Z5,27AAAAA1805A1Z5
pkt-806,FUZZY_MATCH,date_shift,medium,Supplier LLC 806,Supplier LLC 806,INV-10806,INV-10806,16324.34,16324.34,2023-05-09,2023-05-06,27AAAAA1806A1Z5,27AAAAA1806A1Z5
pkt-807,EXACT_MATCH,none,none,Supplier Ltd 807,Supplier Ltd 807,INV-10807,INV-10807,25912.95,25912.95,2023-04-02,2023-04-02,27AAAAA1807A1Z5,27AAAAA1807A1Z5
pkt-808,EXACT_MATCH,none,none,Supplier Inc 808,Supplier Inc 808,INV-10808,INV-10808,16047.33,16047.33,2023-03-24,2023-03-24,27AAAAA1808A1Z5,27AAAAA1808A1Z5
pkt-809,EXACT_MATCH,none,none,Supplier Ltd 809,Supplier Ltd 809,INV-10809,INV-10809,24918.9,24918.9,2023-05-09,2023-05-09,27AAAAA1809A1Z5,27AAAAA1809A1Z5
pkt-810,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 810,Supplier Corp 810,INV-10810,INV-10810,19474.92,19474.92,2023-01-19,2023-01-19,27AAAAA1810A1Z5,27AAAAA1810A1ZX
pkt-811,EXACT_MATCH,none,none,Supplier Ltd 811,Supplier Ltd 811,INV-10811,INV-10811,36354.84,36354.84,2023-04-22,2023-04-22,27AAAAA1811A1Z5,27AAAAA1811A1Z5
pkt-812,EXACT_MATCH,none,none,Supplier Corp 812,Supplier Corp 812,INV-10812,INV-10812,17989.01,17989.01,2023-05-28,2023-05-28,27AAAAA1812A1Z5,27AAAAA1812A1Z5
pkt-813,NO_MATCH,missing_record,high,Supplier Inc 813,,INV-10813,,43837.09,,2023-03-10,,27AAAAA1813A1Z5,
pkt-814,EXACT_MATCH,none,none,Supplier Corp 814,Supplier Corp 814,INV-10814,INV-10814,6484.41,6484.41,2023-05-24,2023-05-24,27AAAAA1814A1Z5,27AAAAA1814A1Z5
pkt-815,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 815,Supplier Corp 815,INV-10815,INV-10815,44989.6,44989.6,2023-11-03,2023-11-03,27AAAAA1815A1Z5,27AAAAA1815A1ZX
