pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_node_degree,gst_node_degree,component_size,label
07ABCDE3510F1Z5,07ABCDE3510F1Z5,Supplier 1290,Supplier 1290,INV-01290,INV-01290,2026-09-17,2026-09-17,90488,90488,16287.84,16287.84,1,1,2,EXACT_MATCH
07ABCDE9909F1Z5,07ABCDE9909F1Z5,Supplier 1291,Supplier 1291,INV-01291,INV-01291,2026-05-21,2026-05-21,94496,94496,17009.28,17009.28,1,1,2,EXACT_MATCH
07ABCDE1154F1Z5,07ABCDE1154F1Z5,Supplier 1292,Supplier 1292,INV-01292,INV-01292,2026-04-05,2026-04-05,16686,16686,3003.48,3003.48,1,1,2,EXACT_MATCH
07ABCDE3542F1Z5,07ABCDE3542F1Z5,Supplier 1293,Supplier 1293,INV-01293,INV-01293,2026-01-22,2026-01-22,79428,79428,14297.04,14297.04,1,1,2,EXACT_MATCH
07ABCDE5796F1Z5,07ABCDE5796F1Z5,Supplier 1294,Supplier 1294,INV-01294,INV-01294,2026-05-05,2026-05-05,81582,81582,14684.76,14684.76,1,1,2,EXACT_MATCH
07ABCDE3386F1Z5,07ABCDE3386F1Z5,Supplier 1295,Supplier 1295,INV-01295,INV-01295,2026-05-28,2026-05-28,91954,91954,16551.72,16551.72,1,1,2,EXACT_MATCH
07ABCDE9443F1Z5,07ABCDE9443F1Z5,Supplier 1296,Supplier 1296,INV-01296,INV-01296,2026-05-17,2026-05-17,72517,72517,13053.06,13053.06,1,1,2,EXACT_MATCH
07ABCDE8079F1Z5,07ABCDE8079F1Z5,Supplier 1297,Supplier 1297,INV-01297,INV-01297,2026-08-17,2026-08-17,66852,66852,12033.36,12033.36,1,1,2,EXACT_MATCH
07ABCDE6097F1Z5,07ABCDE6097F1Z5,Supplier 1298,Supplier 1298,INV-01298,INV-01298,2026-08-30,2026-08-30,2828,2828,509.04,509.04,1,1,2,EXACT_MATCH
07ABCDE9683F1Z5,07ABCDE9683F1Z5,Supplier 1299,Supplier 1299,INV-01299,INV-01299,2026-05-08,2026-05-08,35307,35307,6355.26,6355.26,1,1,2,EXACT_MATCH
07ABCDE5796F1Z5,07ABCDE5796F1Z5,Supplier 1300,Supplier 1300,INV-01300,INV-01300,2026-04-09,2026-04-09,2456,2456,442.08,442.08,1,1,2,EXACT_MATCH
07ABCDE5012F1Z5,07ABCDE5012F1Z5,Supplier 1301,Supplier 1301,INV-01301,INV-01301,2026-03-16,2026-03-16,14167,14167,2550.06,2550.06,1,1,2,EXACT_MATCH
07ABCDE4910F1Z5,07ABCDE4910F1Z5,Supplier 1302,Supplier 1302,INV-01302,INV-01302,2026-02-01,2026-02-01,72337,72337,13020.66,13020.66,1,1,2,EXACT_MATCH
07ABCDE9855F1Z5,07ABCDE9855F1Z5,Supplier 1303,Supplier 1303,INV-01303,INV-01303,2026-02-21,2026-02-21,93159,93159,16768.62,16768.62,1,1,2,EXACT_MATCH
07ABCDE9353F1Z5,07ABCDE9353F1Z5,Supplier 1304,Supplier 1304,INV-01304,INV-01304,2026-05-03,2026-05-03,42263,42263,7607.34,7607.34,1,1,2,EXACT_MATCH
07ABCDE1811F1Z5,07ABCDE1811F1Z5,Supplier 1305,Supplier 1305,INV-01305,INV-01305,2026-11-17,2026-11-17,2689,2689,484.02,484.02,1,1,2,EXACT_MATCH
07ABCDE2667F1Z5,07ABCDE2667F1Z5,Supplier 1306,Supplier 1306,INV-01306,INV-01306,2026-12-18,2026-12-18,30628,30628,5513.04,5513.04,1,1,2,EXACT_MATCH
07ABCDE1104F1Z5,07ABCDE1104F1Z5,Supplier 1307,Supplier 1307,INV-01307,INV-01307,2026-11-26,2026-11-26,14529,14529,2615.22,2615.22,1,1,2,EXACT_MATCH
07ABCDE7307F1Z5,07ABCDE7307F1Z5,Supplier 1308,Supplier 1308,INV-01308,INV-01308,2026-06-28,2026-06-28,4113,4113,740.34,740.34,1,1,2,EXACT_MATCH
07ABCDE2295F1Z5,07ABCDE2295F1Z5,Supplier 1309,Supplier 1309,INV-01309,INV-01309,2026-10-05,2026-10-05,49662,49662,8939.16,8939.16,1,1,2,EXACT_MATCH
07ABCDE5012F1Z5,07ABCDE5012F1Z5,Supplier 1310,Supplier 1310,INV-01310,INV-01310,2026-06-30,2026-06-30,99799,99799,17963.82,17963.82,1,1,2,EXACT_MATCH
07ABCDE2090F1Z5,07ABCDE2090F1Z5,Supplier 1311,Supplier 1311,INV-01311,INV-01311,2026-12-07,2026-12-07,47397,47397,8531.46,8531.46,1,1,2,EXACT_MATCH
07ABCDE9437F1Z5,07ABCDE9437F1Z5,Supplier 1312,Supplier 1312,INV-01312,INV-01312,2026-12-08,2026-12-08,56028,56028,10085.04,10085.04,1,1,2,EXACT_MATCH
07ABCDE3536F1Z5,07ABCDE3536F1Z5,Supplier 1313,Supplier 1313,INV-01313,INV-01313,2026-10-15,2026-10-15,16969,16969,3054.42,3054.42,1,1,2,EXACT_MATCH
07ABCDE4091F1Z5,07ABCDE4091F1Z5,Supplier 1314,Supplier 1314,INV-01314,INV-01314,2026-07-23,2026-07-23,84422,84422,15195.96,15195.96,1,1,2,EXACT_MATCH
07ABCDE2823F1Z5,07ABCDE2823F1Z5,Supplier 1315,Supplier 1315,INV-01315,INV-01315,2026-02-22,2026-02-22,20590,20590,3706.20,3706.20,1,1,2,EXACT_MATCH
07ABCDE5831F1Z5,07ABCDE5831F1Z5,Supplier 1316,Supplier 1316,INV-01316,INV-01316,2026-08-06,2026-08-06,47724,47724,8590.32,8590.32,1,1,2,EXACT_MATCH
07ABCDE2966F1Z5,07ABCDE2966F1Z5,Supplier 1317,Supplier 1317,INV-01317,INV-01317,2026-08-24,2026-08-24,3476,3476,625.68,625.68,1,1,2,EXACT_MATCH
07ABCDE5622F1Z5,07ABCDE5622F1Z5,Supplier 1318,Supplier 1318,INV-01318,INV-01318,2026-10-31,2026-10-31,57312,57312,10316.16,10316.16,1,1,2,EXACT_MATCH
07ABCDE7544F1Z5,07ABCDE7544F1Z5,Supplier 1319,Supplier 1319,INV-01319,INV-01319,2026-12-24,2026-12-24,92646,92646,16676.28,16676.28,1,1,2,EXACT_MATCH
07ABCDE1791F1Z5,07ABCDE1791F1Z5,Supplier 1320,Supplier 1320,INV-01320,INV-01320,2026-04-26,2026-04-26,88900,88900,16002.00,16002.00,1,1,2,EXACT_MATCH
07ABCDE6840F1Z5,07ABCDE6840F1Z5,Supplier 1321,Supplier 1321,INV-01321,INV-01321,2026-01-25,2026-01-25,18216,18216,3278.88,3278.88,1,1,2,EXACT_MATCH
07ABCDE4386F1Z5,07ABCDE4386F1Z5,Supplier 1322,Supplier 1322,INV-01322,INV-01322,2026-03-01,2026-03-01,87063,87063,15671.34,15671.34,1,1,2,EXACT_MATCH
07ABCDE7618F1Z5,07ABCDE7618F1Z5,Supplier 1323,Supplier 1323,INV-01323,INV-01323,2026-01-17,2026-01-17,99466,99466,17903.88,17903.88,1,1,2,EXACT_MATCH
07ABCDE4947F1Z5,07ABCDE4947F1Z5,Supplier 1324,Supplier 1324,INV-01324,INV-01324,2026-01-17,2026-01-17,60041,60041,10807.38,10807.38,1,1,2,EXACT_MATCH
07ABCDE7375F1Z5,07ABCDE7375F1Z5,Supplier 1325,Supplier 1325,INV-01325,INV-01325,2026-03-01,2026-03-01,74366,74366,13385.88,13385.88,1,1,2,EXACT_MATCH
07ABCDE2082F1Z5,07ABCDE2082F1Z5,Supplier 1326,Supplier 1326,INV-01326,INV-01326,2026-06-03,2026-06-03,67898,67898,12221.64,12221.64,1,1,2,EXACT_MATCH
07ABCDE1045F1Z5,07ABCDE1045F1Z5,Supplier 1327,Supplier 1327,INV-01327,INV-01327,2026-01-10,2026-01-10,57617,57617,10371.06,10371.06,1,1,2,EXACT_MATCH
07ABCDE6543F1Z5,07ABCDE6543F1Z5,Supplier 1328,Supplier 1328,INV-01328,INV-01328,2026-06-29,2026-06-29,78552,78552,14139.36,14139.36,1,1,2,EXACT_MATCH
07ABCDE9601F1Z5,07ABCDE9601F1Z5,Supplier 1329,Supplier 1329,INV-01329,INV-01329,2026-01-15,2026-01-15,44772,44772,8058.96,8058.96,1,1,2,EXACT_MATCH
07ABCDE5736F1Z5,07ABCDE5736F1Z5,Supplier 1330,Supplier 1330,INV-01330,INV-01330,2026-10-04,2026-10-04,74306,74306,13375.08,13375.08,1,1,2,EXACT_MATCH
07ABCDE8308F1Z5,07ABCDE8308F1Z5,Supplier 1331,Supplier 1331,INV-01331,INV-01331,2026-01-12,2026-01-12,15518,15518,2793.24,2793.24,1,1,2,EXACT_MATCH
07ABCDE5741F1Z5,07ABCDE5741F1Z5,Supplier 1332,Supplier 1332,INV-01332,INV-01332,2026-09-04,2026-09-04,22406,22406,4033.08,4033.08,1,1,2,EXACT_MATCH
07ABCDE3814F1Z5,07ABCDE3814F1Z5,Supplier 1333,Supplier 1333,INV-01333,INV-01333,2026-07-21,2026-07-21,49380,49380,8888.40,8888.40,1,1,2,EXACT_MATCH
07ABCDE6029F1Z5,07ABCDE6029F1Z5,Supplier 1334,Supplier 1334,INV-01334,INV-01334,2026-02-06,2026-02-06,62771,62771,11298.78,11298.78,1,1,2,EXACT_MATCH
07ABCDE4073F1Z5,07ABCDE4073F1Z5,Supplier 1335,Supplier 1335,INV-01335,INV-01335,2026-05-31,2026-05-31,81343,81343,14641.74,14641.74,1,1,2,EXACT_MATCH
07ABCDE9620F1Z5,07ABCDE9620F1Z5,Supplier 1336,Supplier 1336,INV-01336,INV-01336,2026-04-24,2026-04-24,64959,64959,11692.62,11692.62,1,1,2,EXACT_MATCH
07ABCDE4338F1Z5,07ABCDE4338F1Z5,Supplier 1337,Supplier 1337,INV-01337,INV-01337,2026-02-17,2026-02-17,80761,80761,14536.98,14536.98,1,1,2,EXACT_MATCH
07ABCDE1668F1Z5,07ABCDE1668F1Z5,Supplier 1338,Supplier 1338,INV-01338,INV-01338,2026-12-21,2026-12-21,88736,88736,15972.48,15972.48,1,1,2,EXACT_MATCH
07ABCDE6915F1Z5,07ABCDE6915F1Z5,Supplier 1339,Supplier 1339,INV-01339,INV-01339,2026-02-24,2026-02-24,90970,90970,16374.60,16374.60,1,1,2,EXACT_MATCH
07ABCDE8161F1Z5,07ABCDE8161F1Z5,Supplier 1340,Supplier 1340,INV-01340,INV-01340,2026-03-10,2026-03-10,77935,77935,14028.30,14028.30,1,1,2,EXACT_MATCH
07ABCDE1882F1Z5,07ABCDE1882F1Z5,Supplier 1341,Supplier 1341,INV-01341,INV-01341,2026-09-11,2026-09-11,33567,33567,6042.06,6042.06,1,1,2,EXACT_MATCH
07ABCDE7262F1Z5,07ABCDE7262F1Z5,Supplier 1342,Supplier 1342,INV-01342,INV-01342,2026-12-19,2026-12-19,41810,41810,7525.80,7525.80,1,1,2,EXACT_MATCH
07ABCDE2582F1Z5,07ABCDE2582F1Z5,Supplier 1343,Supplier 1343,INV-01343,INV-01343,2026-05-28,2026-05-28,92903,92903,16722.54,16722.54,1,1,2,EXACT_MATCH
07ABCDE4301F1Z5,07ABCDE4301F1Z5,Supplier 1344,Supplier 1344,INV-01344,INV-01344,2026-02-10,2026-02-10,53608,53608,9649.44,9649.44,1,1,2,EXACT_MATCH
07ABCDE5244F1Z5,07ABCDE5244F1Z5,Supplier 1345,Supplier 1345,INV-01345,INV-01345,2026-12-17,2026-12-17,34423,34423,6196.14,6196.14,1,1,2,EXACT_MATCH
07ABCDE3285F1Z5,07ABCDE3285F1Z5,Supplier 1346,Supplier 1346,INV-01346,INV-01346,2026-09-04,2026-09-04,57026,57026,10264.68,10264.68,1,1,2,EXACT_MATCH
07ABCDE2380F1Z5,07ABCDE2380F1Z5,Supplier 1347,Supplier 1347,INV-01347,INV-01347,2026-05-23,2026-05-23,20613,20613,3710.34,3710.34,1,1,2,EXACT_MATCH
07ABCDE5545F1Z5,07ABCDE5545F1Z5,Supplier 1348,Supplier 1348,INV-01348,INV-01348,2026-12-24,2026-12-24,31338,31338,5640.84,5640.84,1,1,2,EXACT_MATCH
07ABCDE4742F1Z5,07ABCDE4742F1Z5,Supplier 1349,Supplier 1349,INV-01349,INV-01349,2026-02-10,2026-02-10,58225,58225,10480.50,10480.50,1,1,2,EXACT_MATCH
07ABCDE5975F1Z5,07ABCDE5975F1Z5,Supplier 1350,Supplier 1350,INV-01350,INV-01350,2026-08-09,2026-08-09,61206,61206,11017.08,11017.08,1,1,2,EXACT_MATCH
07ABCDE3356F1Z5,07ABCDE3356F1Z5,Supplier 1351,Supplier 1351,INV-01351,INV-01351,2026-07-04,2026-07-04,4047,4047,728.46,728.46,1,1,2,EXACT_MATCH
07ABCDE5875F1Z5,07ABCDE5875F1Z5,Supplier 1352,Supplier 1352,INV-01352,INV-01352,2026-02-09,2026-02-09,79854,79854,14373.72,14373.72,1,1,2,EXACT_MATCH
07ABCDE3568F1Z5,07ABCDE3568F1Z5,Supplier 1353,Supplier 1353,INV-01353,INV-01353,2026-07-23,2026-07-23,33135,33135,5964.30,5964.30,1,1,2,EXACT_MATCH
07ABCDE5832F1Z5,07ABCDE5832F1Z5,Supplier 1354,Supplier 1354,INV-01354,INV-01354,2026-07-29,2026-07-29,28417,28417,5115.06,5115.06,1,1,2,EXACT_MATCH
07ABCDE9319F1Z5,07ABCDE9319F1Z5,Supplier 1355,Supplier 1355,INV-01355,INV-01355,2026-01-27,2026-01-27,71929,71929,12947.22,12947.22,1,1,2,EXACT_MATCH
07ABCDE4186F1Z5,07ABCDE4186F1Z5,Supplier 1356,Supplier 1356,INV-01356,INV-01356,2026-06-12,2026-06-12,99412,99412,17894.16,17894.16,1,1,2,EXACT_MATCH
07ABCDE9152F1Z5,07ABCDE9152F1Z5,Supplier 1357,Supplier 1357,INV-01357,INV-01357,2026-06-19,2026-06-19,41555,41555,7479.90,7479.90,1,1,2,EXACT_MATCH
07ABCDE1197F1Z5,07ABCDE1197F1Z5,Supplier 1358,Supplier 1358,INV-01358,INV-01358,2026-01-27,2026-01-27,33551,33551,6039.18,6039.18,1,1,2,EXACT_MATCH
07ABCDE3300F1Z5,07ABCDE3300F1Z5,Supplier 1359,Supplier 1359,INV-01359,INV-01359,2026-02-25,2026-02-25,9903,9903,1782.54,1782.54,1,1,2,EXACT_MATCH
07ABCDE9748F1Z5,07ABCDE9748F1Z5,Supplier 1360,Supplier 1360,INV-01360,INV-01360,2026-10-04,2026-10-04,78277,78277,14089.86,14089.86,1,1,2,EXACT_MATCH
07ABCDE7936F1Z5,07ABCDE7936F1Z5,Supplier 1361,Supplier 1361,INV-01361,INV-01361,2026-05-20,2026-05-20,52912,52912,9524.16,9524.16,1,1,2,EXACT_MATCH
07ABCDE7282F1Z5,07ABCDE7282F1Z5,Supplier 1362,Supplier 1362,INV-01362,INV-01362,2026-05-01,2026-05-01,79742,79742,14353.56,14353.56,1,1,2,EXACT_MATCH
07ABCDE3933F1Z5,07ABCDE3933F1Z5,Supplier 1363,Supplier 1363,INV-01363,INV-01363,2026-05-10,2026-05-10,49450,49450,8901.00,8901.00,1,1,2,EXACT_MATCH
07ABCDE1394F1Z5,07ABCDE1394F1Z5,Supplier 1364,Supplier 1364,INV-01364,INV-01364,2026-07-13,2026-07-13,99269,99269,17868.42,17868.42,1,1,2,EXACT_MATCH
07ABCDE6529F1Z5,07ABCDE6529F1Z5,Supplier 1365,Supplier 1365,INV-01365,INV-01365,2026-01-24,2026-01-24,46789,46789,8422.02,8422.02,1,1,2,EXACT_MATCH
07ABCDE8498F1Z5,07ABCDE8498F1Z5,Supplier 1366,Supplier 1366,INV-01366,INV-01366,2026-04-18,2026-04-18,91470,91470,16464.60,16464.60,1,1,2,EXACT_MATCH
07ABCDE5555F1Z5,07ABCDE5555F1Z5,Supplier 1367,Supplier 1367,INV-01367,INV-01367,2026-05-24,2026-05-24,75384,75384,13569.12,13569.12,1,1,2,EXACT_MATCH
07ABCDE3586F1Z5,07ABCDE3586F1Z5,Supplier 1368,Supplier 1368,INV-01368,INV-01368,2026-04-14,2026-04-14,9551,9551,1719.18,1719.18,1,1,2,EXACT_MATCH
07ABCDE3655F1Z5,07ABCDE3655F1Z5,Supplier 1369,Supplier 1369,INV-01369,INV-01369,2026-09-18,2026-09-18,25184,25184,4533.12,4533.12,1,1,2,EXACT_MATCH
07ABCDE7391F1Z5,07ABCDE7391F1Z5,Supplier 1370,Supplier 1370,INV-01370,INV-01370,2026-08-04,2026-08-04,24615,24615,4430.70,4430.70,1,1,2,EXACT_MATCH
07ABCDE2459F1Z5,07ABCDE2459F1Z5,Supplier 1371,Supplier 1371,INV-01371,INV-01371,2026-12-03,2026-12-03,42555,42555,7659.90,7659.90,1,1,2,EXACT_MATCH
07ABCDE2716F1Z5,07ABCDE2716F1Z5,Supplier 1372,Supplier 1372,INV-01372,INV-01372,2026-11-26,2026-11-26,86513,86513,15572.34,15572.34,1,1,2,EXACT_MATCH
07ABCDE1921F1Z5,07ABCDE1921F1Z5,Supplier 1373,Supplier 1373,INV-01373,INV-01373,2026-07-13,2026-07-13,8762,8762,1577.16,1577.16,1,1,2,EXACT_MATCH
07ABCDE2746F1Z5,07ABCDE2746F1Z5,Supplier 1374,Supplier 1374,INV-01374,INV-01374,2026-12-21,2026-12-21,72621,72621,13071.78,13071.78,1,1,2,EXACT_MATCH
07ABCDE6869F1Z5,07ABCDE6869F1Z5,Supplier 1375,Supplier 1375,INV-01375,INV-01375,2026-09-24,2026-09-24,69682,69682,12542.76,12542.76,1,1,2,EXACT_MATCH
07ABCDE5146F1Z5,07ABCDE5146F1Z5,Supplier 1376,Supplier 1376,INV-01376,INV-01376,2026-10-18,2026-10-18,47526,47526,8554.68,8554.68,1,1,2,EXACT_MATCH
07ABCDE7097F1Z5,07ABCDE7097F1Z5,Supplier 1377,Supplier 1377,INV-01377,INV-01377,2026-06-30,2026-06-30,76551,76551,13779.18,13779.18,1,1,2,EXACT_MATCH
07ABCDE1703F1Z5,07ABCDE1703F1Z5,Supplier 1378,Supplier 1378,INV-01378,INV-01378,2026-05-23,2026-05-23,82992,82992,14938.56,14938.56,1,1,2,EXACT_MATCH
07ABCDE1556F1Z5,07ABCDE1556F1Z5,Supplier 1379,Supplier 1379,INV-01379,INV-01379,2026-08-26,2026-08-26,11279,11279,2030.22,2030.22,1,1,2,EXACT_MATCH
07ABCDE9716F1Z5,07ABCDE9716F1Z5,Supplier 1380,Supplier 1380,INV-01380,INV-01380,2026-10-08,2026-10-08,94316,94316,16976.88,16976.88,1,1,2,EXACT_MATCH
07ABCDE1394F1Z5,07ABCDE1394F1Z5,Supplier 1381,Supplier 1381,INV-01381,INV-01381,2026-11-08,2026-11-08,58209,58209,10477.62,10477.62,1,1,2,EXACT_MATCH
07ABCDE2102F1Z5,07ABCDE2102F1Z5,Supplier 1382,Supplier 1382,INV-01382,INV-01382,2026-08-11,2026-08-11,99081,99081,17834.58,17834.58,1,1,2,EXACT_MATCH
07ABCDE1848F1Z5,07ABCDE1848F1Z5,Supplier 1383,Supplier 1383,INV-01383,INV-01383,2026-01-21,2026-01-21,58282,58282,10490.76,10490.76,1,1,2,EXACT_MATCH
07ABCDE2021F1Z5,07ABCDE2021F1Z5,Supplier 1384,Supplier 1384,INV-01384,INV-01384,2026-10-06,2026-10-06,84289,84289,15172.02,15172.02,1,1,2,EXACT_MATCH
07ABCDE6421F1Z5,07ABCDE6421F1Z5,Supplier 1385,Supplier 1385,INV-01385,INV-01385,2026-06-29,2026-06-29,92649,92649,16676.82,16676.82,1,1,2,EXACT_MATCH
07ABCDE6301F1Z5,07ABCDE6301F1Z5,Supplier 1386,Supplier 1386,INV-01386,INV-01386,2026-12-28,2026-12-28,47716,47716,8588.88,8588.88,1,1,2,EXACT_MATCH
07ABCDE6979F1Z5,07ABCDE6979F1Z5,Supplier 1387,Supplier 1387,INV-01387,INV-01387,2026-10-20,2026-10-20,1611,1611,289.98,289.98,1,1,2,EXACT_MATCH
07ABCDE1659F1Z5,07ABCDE1659F1Z5,Supplier 1388,Supplier 1388,INV-01388,INV-01388,2026-01-20,2026-01-20,98461,98461,17722.98,17722.98,1,1,2,EXACT_MATCH
07ABCDE3975F1Z5,07ABCDE3975F1Z5,Supplier 1389,Supplier 1389,INV-01389,INV-01389,2026-07-20,2026-07-20,94277,94277,16969.86,16969.86,1,1,2,EXACT_MATCH
07ABCDE1343F1Z5,07ABCDE1343F1Z5,Supplier 1390,Supplier 1390,INV-01390,INV-01390,2026-04-01,2026-04-01,78494,78494,14128.92,14128.92,1,1,2,EXACT_MATCH
07ABCDE7077F1Z5,07ABCDE7077F1Z5,Supplier 1391,Supplier 1391,INV-01391,INV-01391,2026-11-27,2026-11-27,67681,67681,12182.58,12182.58,1,1,2,EXACT_MATCH
07ABCDE5399F1Z5,07ABCDE5399F1Z5,Supplier 1392,Supplier 1392,INV-01392,INV-01392,2026-09-20,2026-09-20,43206,43206,7777.08,7777.08,1,1,2,EXACT_MATCH
07ABCDE1310F1Z5,07ABCDE1310F1Z5,Supplier 1393,Supplier 1393,INV-01393,INV-01393,2026-05-05,2026-05-05,87969,87969,15834.42,15834.42,1,1,2,EXACT_MATCH
07ABCDE1240F1Z5,07ABCDE1240F1Z5,Supplier 1394,Supplier 1394,INV-01394,INV-01394,2026-11-23,2026-11-23,2015,2015,362.70,362.70,1,1,2,EXACT_MATCH
07ABCDE7677F1Z5,07ABCDE7677F1Z5,Supplier 1395,Supplier 1395,INV-01395,INV-01395,2026-06-11,2026-06-11,37149,37149,6686.82,6686.82,1,1,2,EXACT_MATCH
07ABCDE7458F1Z5,07ABCDE7458F1Z5,Supplier 1396,Supplier 1396,INV-01396,INV-01396,2026-08-25,2026-08-25,27205,27205,4896.90,4896.90,1,1,2,EXACT_MATCH
07ABCDE5687F1Z5,07ABCDE5687F1Z5,Supplier 1397,Supplier 1397,INV-01397,INV-01397,2026-01-15,2026-01-15,31723,31723,5710.14,5710.14,1,1,2,EXACT_MATCH
07ABCDE4167F1Z5,07ABCDE4167F1Z5,Supplier 1398,Supplier 1398,INV-01398,INV-01398,2026-03-02,2026-03-02,72956,72956,13132.08,13132.08,1,1,2,EXACT_MATCH
07ABCDE8140F1Z5,07ABCDE8140F1Z5,Supplier 1399,Supplier 1399,INV-01399,INV-01399,2026-05-12,2026-05-12,40685,40685,7323.30,7323.30,1,1,2,EXACT_MATCH
07ABCDE6546F1Z5,07ABCDE6546F1Z5,Supplier 1400,Supplier 1400,INV-01400,INV-01400,2026-03-06,2026-03-06,92376,92376,16627.68,16627.68,1,1,2,EXACT_MATCH
07ABCDE5560F1Z5,07ABCDE5560F1Z5,Supplier 1401,Supplier 1401,INV-01401,INV-01401,2026-06-16,2026-06-16,41621,41621,7491.78,7491.78,1,1,2,EXACT_MATCH
07ABCDE6431F1Z5,07ABCDE6431F1Z5,Supplier 1402,Supplier 1402,INV-01402,INV-01402,2026-11-17,2026-11-17,37364,37364,6725.52,6725.52,1,1,2,EXACT_MATCH
07ABCDE2654F1Z5,07ABCDE2654F1Z5,Supplier 1403,Supplier 1403,INV-01403,INV-01403,2026-09-11,2026-09-11,65828,65828,11849.04,11849.04,1,1,2,EXACT_MATCH
07ABCDE1047F1Z5,07ABCDE1047F1Z5,Supplier 1404,Supplier 1404,INV-01404,INV-01404,2026-04-01,2026-04-01,86434,86434,15558.12,15558.12,1,1,2,EXACT_MATCH
07ABCDE2801F1Z5,07ABCDE2801F1Z5,Supplier 1405,Supplier 1405,INV-01405,INV-01405,2026-07-22,2026-07-22,89173,89173,16051.14,16051.14,1,1,2,EXACT_MATCH
07ABCDE5201F1Z5,07ABCDE5201F1Z5,Supplier 1406,Supplier 1406,INV-01406,INV-01406,2026-04-28,2026-04-28,56198,56198,10115.64,10115.64,1,1,2,EXACT_MATCH
07ABCDE8946F1Z5,07ABCDE8946F1Z5,Supplier 1407,Supplier 1407,INV-01407,INV-01407,2026-01-20,2026-01-20,26806,26806,4825.08,4825.08,1,1,2,EXACT_MATCH
07ABCDE6125F1Z5,07ABCDE6125F1Z5,Supplier 1408,Supplier 1408,INV-01408,INV-01408,2026-09-02,2026-09-02,93008,93008,16741.44,16741.44,1,1,2,EXACT_MATCH
07ABCDE9820F1Z5,07ABCDE9820F1Z5,Supplier 1409,Supplier 1409,INV-01409,INV-01409,2026-03-23,2026-03-23,17315,17315,3116.70,3116.70,1,1,2,EXACT_MATCH
07ABCDE8161F1Z5,07ABCDE8161F1Z5,Supplier 1410,Supplier 1410,INV-01410,INV-01410,2026-09-04,2026-09-04,4202,4202,756.36,756.36,1,1,2,EXACT_MATCH
07ABCDE5505F1Z5,07ABCDE5505F1Z5,Supplier 1411,Supplier 1411,INV-01411,INV-01411,2026-02-17,2026-02-17,83792,83792,15082.56,15082.56,1,1,2,EXACT_MATCH
07ABCDE2260F1Z5,07ABCDE2260F1Z5,Supplier 1412,Supplier 1412,INV-01412,INV-01412,2026-07-02,2026-07-02,4284,4284,771.12,771.12,1,1,2,EXACT_MATCH
07ABCDE9485F1Z5,07ABCDE9485F1Z5,Supplier 1413,Supplier 1413,INV-01413,INV-01413,2026-01-07,2026-01-07,63347,63347,11402.46,11402.46,1,1,2,EXACT_MATCH
07ABCDE4049F1Z5,07ABCDE4049F1Z5,Supplier 1414,Supplier 1414,INV-01414,INV-01414,2026-03-22,2026-03-22,1018,1018,183.24,183.24,1,1,2,EXACT_MATCH
07ABCDE4707F1Z5,07ABCDE4707F1Z5,Supplier 1415,Supplier 1415,INV-01415,INV-01415,2026-01-10,2026-01-10,27501,27501,4950.18,4950.18,1,1,2,EXACT_MATCH
07ABCDE1569F1Z5,07ABCDE1569F1Z5,Supplier 1416,Supplier 1416,INV-01416,INV-01416,2026-02-16,2026-02-16,49885,49885,8979.30,8979.30,1,1,2,EXACT_MATCH
07ABCDE6211F1Z5,07ABCDE6211F1Z5,Supplier 1417,Supplier 1417,INV-01417,INV-01417,2026-07-20,2026-07-20,78980,78980,14216.40,14216.40,1,1,2,EXACT_MATCH
07ABCDE2915F1Z5,07ABCDE2915F1Z5,Supplier 1418,Supplier 1418,INV-01418,INV-01418,2026-01-22,2026-01-22,36813,36813,6626.34,6626.34,1,1,2,EXACT_MATCH
07ABCDE1352F1Z5,07ABCDE1352F1Z5,Supplier 1419,Supplier 1419,INV-01419,INV-01419,2026-03-05,2026-03-05,19359,19359,3484.62,3484.62,1,1,2,EXACT_MATCH
07ABCDE4097F1Z5,07ABCDE4097F1Z5,Supplier 1420,Supplier 1420,INV-01420,INV-01420,2026-08-11,2026-08-11,74069,74069,13332.42,13332.42,1,1,2,EXACT_MATCH
07ABCDE4137F1Z5,07ABCDE4137F1Z5,Supplier 1421,Supplier 1421,INV-01421,INV-01421,2026-09-18,2026-09-18,88560,88560,15940.80,15940.80,1,1,2,EXACT_MATCH
07ABCDE7215F1Z5,07ABCDE7215F1Z5,Supplier 1422,Supplier 1422,INV-01422,INV-01422,2026-04-21,2026-04-21,85441,85441,15379.38,15379.38,1,1,2,EXACT_MATCH
07ABCDE2134F1Z5,07ABCDE2134F1Z5,Supplier 1423,Supplier 1423,INV-01423,INV-01423,2026-10-16,2026-10-16,72092,72092,12976.56,12976.56,1,1,2,EXACT_MATCH
07ABCDE7282F1Z5,07ABCDE7282F1Z5,Supplier 1424,Supplier 1424,INV-01424,INV-01424,2026-05-01,2026-05-01,23913,23913,4304.34,4304.34,1,1,2,EXACT_MATCH
07ABCDE5063F1Z5,07ABCDE5063F1Z5,Supplier 1425,Supplier 1425,INV-01425,INV-01425,2026-08-03,2026-08-03,46779,46779,8420.22,8420.22,1,1,2,EXACT_MATCH
