pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_cgst,gstr2b_cgst,pr_sgst,gstr2b_sgst,label,provenance
62ABCDE3188F1Z5,62ABCDE3188F1Z5,Varughese LLC,"Khatri, Dar and Gaba",INV-7878/25,INV-7186/20,2026-06-11,2026-06-11,24494.49,16052.25,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1460"", ""mutations"": [""contradiction""], ""seed"": 12345}"
17ABCDE7164F1Z5,17ABCDE7164F1Z5,Sarma LLC,Sarma LLC,INV-7402/21,INV-7102/Z1,2026-04-19,2026-04-17,42221.3,42220.84,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_992"", ""mutations"": [""ocr_mutation"", ""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
88ABCDE1726F1Z5,88ABCDE1726F1Z5,"Shanker, Nadkarni and Oza","Shanker, Nadkarni and Oza",INV-3752/22,INV-3752/22,2026-03-20,2026-03-20,6951.81,6951.81,0.0,1251.33,625.66,0.0,625.66,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2874"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
24ABCDE7025F1Z5,24ABCDE7025F1Z5,Nadkarni-Lala,Nadkarni-Lala,INV-2344/25,INV-2344/25,2026-03-10,2026-03-10,30326.42,30326.42,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3231"", ""mutations"": [], ""seed"": 12345}"
91ABCDE2754F1Z5,91ABCDE2754F1Z5,"Swamy, Kaur and Mangal","Swamy, Kaur and Mangal",INV-7084/22,INV-08/22,2026-08-12,2026-08-12,5215.0,5215.0,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2527"", ""mutations"": [""ocr_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
10ABCDE4007F1Z5,10ABCDE4007F1Z5,Grover Ltd,Grover Ltd,INV-4723/21,INV-4723/21,2025-08-24,2025-08-24,74990.07,95233.05,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_113"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
81ABCDE8376F1Z5,81ABCDE8376F1Z5,Saini Ltd,Saini Ltd,INV-9063/26,INV-9063/26,2025-12-09,2025-12-09,46775.44,80940.12,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_140"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
58ABCDE8040F1Z5,58ABCDE8040F1Z5,"Palla, Mall and Gulati","Palla, Mall and Gulati",INV-5756/24,INV/5756/24,2026-05-27,2026-05-25,86338.87,86338.87,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3267"", ""mutations"": [""format_mutation"", ""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
66ABCDE4121F1Z5,66ABCDE4121F1Z5,Kapadia-Devi,Grewal and Sons,INV-4118/24,INV-6923/21,2025-08-21,2025-08-21,96759.94,81882.57,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_296"", ""mutations"": [""contradiction""], ""seed"": 12345}"
61ABCDE6115F1Z5,61ABCDE6115F1Z5,Vyas-Dave,Goel Inc,INV-5818/20,INV-1129/21,2025-11-28,2025-11-28,89815.46,1867.85,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_191"", ""mutations"": [""contradiction""], ""seed"": 12345}"
99ABCDE3401F1Z5,99ABCDE3401F1Z5,Sane-Narasimhan,Gour-Pant,INV-7414/26,INV-2663/21,2026-08-09,2026-08-09,31434.77,71917.81,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_44"", ""mutations"": [""contradiction""], ""seed"": 12345}"
57ABCDE9007F1Z5,57ABCDE9007F1Z5,Puri Inc,Puri Inc,INV-4931/21,INV-4931/21,2025-11-30,2025-11-30,88053.95,88053.95,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2183"", ""mutations"": [], ""seed"": 12345}"
46ABCDE3380F1Z5,,Borra Group,,INV-6640/25,,2025-12-02,,52628.84,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_550"", ""mutations"": [""missing""], ""seed"": 12345}"
,44ABCDE3327F1Z5,,Karan LLC,,INV-6570/20,,2026-05-16,,36452.29,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_236"", ""mutations"": [""missing""], ""seed"": 12345}"
55ABCDE7870F1Z5,55ABCDE7870F1Z5,Rajagopalan Group,Natarajan Group,INV-2638/26,INV-8372/21,2026-05-02,2026-05-02,58634.26,71963.91,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1064"", ""mutations"": [""contradiction""], ""seed"": 12345}"
86ABCDE1614F1Z5,86ABCDE1614F1Z5,Borah-Rattan,Borah-Rattan,INV-7931/23,INV-7931/23,2025-11-19,2025-11-19,87719.68,167558.22,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1552"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
88ABCDE5444F1Z5,88ABCDE5444F1Z5,Atwal PLC,Atwal PLC,INV-3897/23,1NV-3897/23,2026-08-19,2026-08-19,31872.01,31872.01,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2200"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
95ABCDE8263F1Z5,95ABCDE8263F1Z5,Narayanan and Sons,Narayanan and Sons,INV-9626/23,INV962623,2026-03-24,2026-03-24,57004.06,57004.06,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1530"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
32ABCDE7452F1Z5,32ABCDE7452F1Z5,Barad and Sons,Barad and Sons,INV-5280/23,INVS2802G,2025-09-26,2025-09-24,28244.23,28244.23,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2449"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
32ABCDE2280F1Z5,99ABCDE3757F1Z5,Sanghvi-Sridhar,Sanghvi-Sridhar,INV-4594/26,INV-4594/26,2026-07-02,2026-07-02,17954.55,17954.55,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1134"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
89ABCDE9309F1Z5,89ABCDE9309F1Z5,Halder-Mukherjee,Halder-Mukherjee,INV-1463/21,INV/1463/21,2026-02-17,2026-02-17,93042.33,93042.33,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3585"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
76ABCDE2821F1Z5,76ABCDE2821F1Z5,Mishra-Prabhu,Mishra-Prabhu,INV-3668/25,INV-3668/25,2025-11-23,2025-11-23,62586.76,62586.76,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1738"", ""mutations"": [], ""seed"": 12345}"
29ABCDE3092F1Z5,,"Zacharia, Agarwal and Walla",,INV-7641/24,,2026-05-30,,60774.29,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_310"", ""mutations"": [""missing""], ""seed"": 12345}"
67ABCDE9417F1Z5,67ABCDE9417F1Z5,Nazareth-Chand,Nazareth-Chand,INV-3997/20,IN-3997/20,2025-10-22,2025-10-22,39780.68,3978.07,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2149"", ""mutations"": [""ocr_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
95ABCDE7443F1Z5,95ABCDE7443F1Z5,"Chaudry, Bora and Palla","Chaudry, Bora and Palla",INV-4392/21,INV-4392/21,2026-06-06,2026-06-06,55407.91,55407.91,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2266"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
26ABCDE6143F1Z5,26ABCDE6143F1Z5,Barad-Atwal,Barad-Atwal,INV-3835/26,INV-3835/26,2026-08-14,2026-08-14,12814.4,23898.07,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2357"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
97ABCDE3560F1Z5,97ABCDE3560F1Z5,"Menon, Dyal and Dave","Menon, Dyal and Dave",INV-5024/26,INV-5024/26,2025-10-18,2025-10-18,90371.51,90371.51,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1349"", ""mutations"": [], ""seed"": 12345}"
53ABCDE3935F1Z5,53ABCDE3935F1Z5,Raju-Mandal,Raju-Mandal,INV-1924/22,INV-1924-22,2025-09-24,2025-09-24,40321.43,40321.43,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_271"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
39ABCDE9402F1Z5,39ABCDE9402F1Z5,Upadhyay Ltd,Upadhyay Ltd,INV-5182/21,INV-5182/21,2026-02-06,2026-02-06,44279.63,44279.63,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2629"", ""mutations"": [], ""seed"": 12345}"
84ABCDE1114F1Z5,84ABCDE1114F1Z5,Seshadri and Sons,Seshadri and Sons,INV-2659/23,INV2659/2,2025-09-21,2025-09-21,96934.58,96934.58,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_777"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
,22ABCDE9168F1Z5,,Garde LLC,,INV-2887/26,,2026-02-07,,34579.55,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_241"", ""mutations"": [""missing""], ""seed"": 12345}"
97ABCDE5443F1Z5,97ABCDE5443F1Z5,"Bains, Kant and Dugal","Bains, Kant and Dugal",INV-3355/24,INV-3355/24,2026-07-15,2026-07-15,83196.14,83196.14,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2777"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
87ABCDE7366F1Z5,99ABCDE4046F1Z5,"Chakraborty, Goyal and Kala","Chakraborty, Goyal and Kala",INV-8867/25,INV-8867/25,2026-01-29,2026-01-29,49279.37,49279.37,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2821"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
53ABCDE2212F1Z5,99ABCDE2163F1Z5,"Warrior, Ramaswamy and Raghavan","Warrior, Ramaswamy and Raghavan",INV-5102/20,INV-5102/20,2026-03-01,2026-03-01,87925.74,87925.74,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_254"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
82ABCDE7207F1Z5,82ABCDE7207F1Z5,"Tailor, Deshpande and Sama","Tailor, Deshpande and Sama",INV-6445/23,INV-6445/23,2026-02-05,2026-02-05,40604.13,40604.13,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3083"", ""mutations"": [], ""seed"": 12345}"
80ABCDE8338F1Z5,,"Deep, Pal and Hayre",,INV-5845/20,,2026-04-18,,55215.37,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_57"", ""mutations"": [""missing""], ""seed"": 12345}"
,47ABCDE5413F1Z5,,Misra Group,,INV-2856/20,,2026-07-09,,43535.91,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_521"", ""mutations"": [""missing""], ""seed"": 12345}"
26ABCDE3951F1Z5,26ABCDE3951F1Z5,Swaminathan-Sandhu,Basu-Virk,INV-5375/26,INV-5371/23,2026-06-19,2026-06-19,64675.98,81169.38,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_808"", ""mutations"": [""contradiction""], ""seed"": 12345}"
12ABCDE9227F1Z5,12ABCDE9227F1Z5,Lad-Chada,Lad-Chada,INV-6370/25,INV-6370/25,2025-12-19,2025-12-19,42265.33,51362.14,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2940"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
31ABCDE8189F1Z5,31ABCDE8189F1Z5,Parikh-Brar,Parikh-Brar,INV-1216/24,INV121624,2026-02-07,2026-02-07,4790.13,4790.13,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_238"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
41ABCDE6442F1Z5,41ABCDE6442F1Z5,"Mandal, Sridhar and Ramesh",Manda Inc,INV-6085/20,INV-9124/21,2026-07-27,2026-07-27,82249.86,34040.28,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1036"", ""mutations"": [""contradiction""], ""seed"": 12345}"
93ABCDE7745F1Z5,93ABCDE7745F1Z5,"Mahal, Raval and Kale","Mohan, Prakash and Cheema",INV-9908/20,INV-6501/21,2026-06-24,2026-06-24,73721.33,12537.35,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_711"", ""mutations"": [""contradiction""], ""seed"": 12345}"
15ABCDE3213F1Z5,15ABCDE3213F1Z5,Sanghvi Group,Sanghvi Group,INV-1801/22,INV-1801/22,2025-11-27,2025-11-27,48438.28,48438.28,0.0,8718.89,4359.45,0.0,4359.45,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_79"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
77ABCDE4457F1Z5,77ABCDE4457F1Z5,Das-Sachdev,Ranganathan Inc,INV-1589/23,INV-8327/24,2025-11-17,2025-11-17,19029.62,24524.73,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_45"", ""mutations"": [""contradiction""], ""seed"": 12345}"
17ABCDE5553F1Z5,17ABCDE5553F1Z5,"Sachar, Bal and Chacko","Sachar, Bal and Chacko",INV-7058/21,INV-7058/2I,2026-06-20,2026-06-20,2416.84,2416.84,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1103"", ""mutations"": [""ocr_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
25ABCDE8032F1Z5,25ABCDE8032F1Z5,"Doctor, Jhaveri and Krishna","Doctor, Jhaveri and Krishna",INV-1014/26,INV-1014/26,2026-03-04,2026-04-03,7051.31,7051.31,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2188"", ""mutations"": [""date_mutation""], ""seed"": 12345}"
57ABCDE6811F1Z5,99ABCDE1811F1Z5,Virk LLC,Virk LLC,INV-2167/22,INV-2167/22,2025-10-20,2025-10-20,97067.3,97067.3,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1670"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
73ABCDE6452F1Z5,73ABCDE6452F1Z5,"Doctor, Peri and Swamy","Doctor, Peri and Swamy",INV-1280/23,INV-1280/23,2025-11-15,2025-11-15,86509.89,86509.89,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2557"", ""mutations"": [""supplier_name_mutation""], ""seed"": 12345}"
24ABCDE8221F1Z5,24ABCDE8221F1Z5,"Pillay, Bhavsar and Karan","Pillay, Bhavsar and Karan",INV-5615/23,INV-5615/23,2026-02-10,2026-02-10,61644.99,61644.99,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2379"", ""mutations"": [], ""seed"": 12345}"
27ABCDE3064F1Z5,27ABCDE3064F1Z5,"Shenoy, Chakrabarti and Guha","Halder, Sani and Mittal",INV-4480/23,INV-2351/21,2025-09-30,2025-09-30,92758.93,13034.35,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_41"", ""mutations"": [""contradiction""], ""seed"": 12345}"
14ABCDE6488F1Z5,14ABCDE6488F1Z5,"Narayan, Kala and Lall","Dara, Chana and Borah",INV-5998/23,INV-1060/22,2025-11-17,2025-11-17,75755.78,34751.54,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_950"", ""mutations"": [""contradiction""], ""seed"": 12345}"
28ABCDE9683F1Z5,28ABCDE9683F1Z5,Tara-Dar,Tara-Dar,INV-1725/25,1NV/1725E25,2026-02-03,2026-03-02,10487.11,10487.11,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1034"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
40ABCDE1950F1Z5,40ABCDE1950F1Z5,Dayal-Master,Dayal-Master,INV-4937/25,INV-4937/25,2025-12-27,2025-12-27,63951.05,126424.01,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2634"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
93ABCDE2284F1Z5,93ABCDE2284F1Z5,Warrior-Thakkar,Warrior-Thakkar,INV-1805/20,INV-1805/20,2025-09-10,2025-09-10,7752.6,10065.52,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1852"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
36ABCDE9517F1Z5,36ABCDE9517F1Z5,Hans-Panchal,Hans-Panchal,INV-1524/22,INV/I524/Z2,2026-05-29,2026-06-01,36166.81,36166.81,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1637"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""date_mutation""], ""seed"": 12345}"
42ABCDE3908F1Z5,99ABCDE6628F1Z5,Mitter-Sheth,Mitter-Sheth,INV-9889/21,INV-9889/21,2026-01-27,2026-01-27,23264.75,23264.75,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_914"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
23ABCDE2007F1Z5,23ABCDE2007F1Z5,Mistry Ltd,Mistry Ltd,INV-9656/26,INV/96S/26,2025-11-04,2025-11-04,60880.02,60880.02,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3404"", ""mutations"": [""ocr_mutation"", ""format_mutation""], ""seed"": 12345}"
55ABCDE4253F1Z5,99ABCDE3673F1Z5,"Sunder, Oommen and Sur","Sunder, Oommen and Sur",INV-8389/23,INV-8389/23,2026-01-12,2026-01-12,19395.56,19395.56,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2976"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
64ABCDE2415F1Z5,64ABCDE2415F1Z5,"Ray, Pant and Tailor","Ray, Pant and Tailor",INV-4312/24,IV/4312/24,2025-12-21,2025-12-21,88668.51,88668.51,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1804"", ""mutations"": [""ocr_mutation"", ""format_mutation""], ""seed"": 12345}"
57ABCDE6891F1Z5,57ABCDE6891F1Z5,Kaul-Chahal,Kaul-Chahal,INV-9435/23,1NV-9435/23,2026-08-08,2026-08-08,37712.0,37712.0,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3346"", ""mutations"": [""ocr_mutation"", ""date_mutation""], ""seed"": 12345}"
13ABCDE3423F1Z5,13ABCDE3423F1Z5,Walla Group,Walla Group,INV-6093/21,INV-6093/21,2026-07-10,2026-07-10,79007.94,110768.34,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1450"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
54ABCDE3212F1Z5,54ABCDE3212F1Z5,Devan-Pillay,Devan-Pillay,INV-1509/22,INV-1509/22,2026-04-23,2026-04-23,38592.52,38592.52,0.0,6946.65,3473.33,0.0,3473.33,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_235"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
90ABCDE2368F1Z5,90ABCDE2368F1Z5,Bhatt Ltd,Bhatt Ltd,INV-9954/22,INV-9954/22,2026-06-03,2026-06-03,44522.29,44522.29,0.0,8014.01,4007.01,0.0,4007.01,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_845"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
76ABCDE7898F1Z5,76ABCDE7898F1Z5,Verma PLC,Sangha-Rajagopalan,INV-6703/21,INV-3088/24,2026-03-11,2026-03-11,79152.0,35851.67,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_40"", ""mutations"": [""contradiction""], ""seed"": 12345}"
96ABCDE8544F1Z5,96ABCDE8544F1Z5,Nagarajan-Gaba,Patel Group,INV-9398/24,INV-7619/23,2026-05-04,2026-05-04,48428.56,1238.1,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_215"", ""mutations"": [""contradiction""], ""seed"": 12345}"
24ABCDE9485F1Z5,,Balan-Dutta,,INV-6884/22,,2026-08-03,,7769.48,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_690"", ""mutations"": [""missing""], ""seed"": 12345}"
97ABCDE6558F1Z5,97ABCDE6558F1Z5,Deep and Sons,Deep and Sons,INV-5354/22,1NV-5354-Z2,2026-04-09,2026-04-09,87641.72,87641.72,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3876"", ""mutations"": [""ocr_mutation"", ""format_mutation""], ""seed"": 12345}"
16ABCDE7367F1Z5,99ABCDE5386F1Z5,Mangat Group,Mangat Group,INV-7574/23,INV-7574/23,2025-11-17,2025-11-17,63811.89,63811.89,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_396"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
50ABCDE8604F1Z5,50ABCDE8604F1Z5,"Kumar, Chana and Pingle","Kumar, Chana and Pingle",INV-4473/20,INV-4473/20,2026-03-10,2026-10-03,4221.65,4221.65,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2914"", ""mutations"": [""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
10ABCDE4610F1Z5,10ABCDE4610F1Z5,Barad-Sarna,Barad-Sarna,INV-3964/22,INV-3964/22,2026-05-06,2026-05-06,76583.33,76583.33,0.0,13785.0,6892.5,0.0,6892.5,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_301"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
98ABCDE7958F1Z5,98ABCDE7958F1Z5,Tripathi LLC,Tripathi LLC,INV-1620/26,INV-1620/26,2026-07-17,2026-07-17,27551.33,27551.33,0.0,4959.24,2479.62,0.0,2479.62,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_636"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
26ABCDE5868F1Z5,26ABCDE5868F1Z5,"Gera, Tailor and Joshi","Gera, Tailor and Joshi",INV-4505/23,INV-4505-Z3,2025-11-11,2025-11-11,65234.11,65234.11,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3644"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
21ABCDE7385F1Z5,21ABCDE7385F1Z5,"Mannan, Sachar and Viswanathan","Mannan, Sachar and Viswanathan",INV-6874/21,INV-6874-21,2026-08-11,2026-08-09,33832.72,33835.04,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1233"", ""mutations"": [""format_mutation"", ""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
17ABCDE7512F1Z5,17ABCDE7512F1Z5,Mani-Memon,Mani-Memon,INV-3901/23,INV-3901N23,2025-12-08,2025-12-08,55609.33,55609.33,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3545"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
